Day,Month,Year,DOY,Plot,subplot,subsubplot,pft,weight 
22,9,2018,265,26,ne,nw,dead,2.72
22,9,2018,265,26,ne,nw,grasses ,2.54
22,9,2018,265,26,ne,se,dead,9.24
22,9,2018,265,26,ne,se,grasses ,1.43
22,9,2018,265,27,sw,ne,dead,2.84
22,9,2018,265,27,sw,ne,grasses ,1.04
22,9,2018,265,27,sw,ne,herbs,4.1
22,9,2018,265,27,sw,sw,dead,2.61
22,9,2018,265,27,sw,sw,grasses ,1.84
22,9,2018,265,27,sw,sw,herbs,0.7
22,9,2018,265,28,sw,ne,grasses ,7.69
22,9,2018,265,28,sw,ne,herbs,1.07
22,9,2018,265,28,sw,nw,dead,0.18
22,9,2018,265,28,sw,nw,herbs,4.41
22,9,2018,265,29,ne,nw,dead,3.89
22,9,2018,265,29,ne,nw,grasses ,1.38
22,9,2018,265,29,ne,nw,herbs,1.48
22,9,2018,265,29,ne,se,dead,14.74
22,9,2018,265,29,ne,se,grasses ,8.26
22,9,2018,265,30,nw,nw,dead,0.38
22,9,2018,265,30,nw,nw,grasses ,0.05
22,9,2018,265,30,nw,nw,herbs,1.28
22,9,2018,265,30,nw,se,dead,4.83
22,9,2018,265,30,nw,se,herbs,6.57
22,9,2018,265,31,ne,ne,dead,1.2
22,9,2018,265,31,ne,ne,grasses ,1.24
22,9,2018,265,31,ne,ne,herbs,1.05
22,9,2018,265,31,ne,sw,dead,4.81
22,9,2018,265,31,ne,sw,grasses ,0.52
22,9,2018,265,31,ne,sw,herbs,0.3
22,9,2018,265,32,se,nw,dead,4.26
22,9,2018,265,32,se,nw,grasses ,1.9
22,9,2018,265,32,se,se,dead,5.84
22,9,2018,265,32,se,se,grasses ,3.73
22,9,2018,265,33,ne,nw,dead,0.08
22,9,2018,265,33,ne,nw,grasses ,0.06
22,9,2018,265,33,ne,nw,herbs,1.13
22,9,2018,265,33,ne,se,dead,1.23
22,9,2018,265,33,ne,se,grasses ,0.48
22,9,2018,265,33,ne,se,herbs,0.2
22,9,2018,265,34,sw,ne,dead,23.23
22,9,2018,265,34,sw,ne,grasses ,8.44
22,9,2018,265,34,sw,se,dead,2.5
22,9,2018,265,34,sw,se,grasses ,3.23
22,9,2018,265,34,sw,se,herbs,0.7
22,9,2018,265,35,sw,nw,dead,8.74
22,9,2018,265,35,sw,nw,grasses ,8.91
22,9,2018,265,35,sw,se,dead,15.02
22,9,2018,265,35,sw,se,grasses ,6.83
22,9,2018,265,36,nw,ne,dead,12.31
22,9,2018,265,36,nw,ne,grasses ,7.21
22,9,2018,265,36,nw,sw,dead,1.56
22,9,2018,265,36,nw,sw,grasses ,1.18
22,9,2018,265,37,sw,nw,dead,3.68
22,9,2018,265,37,sw,nw,grasses ,2.75
22,9,2018,265,37,sw,se,dead,7.19
22,9,2018,265,37,sw,se,grasses ,3.04
22,9,2018,265,37,sw,se,herbs,0.44
22,9,2018,265,38,nw,nw,dead,9.75
22,9,2018,265,38,nw,nw,grasses ,4.45
22,9,2018,265,38,nw,se,dead,2.99
22,9,2018,265,38,nw,se,grasses ,0.69
22,9,2018,265,38,nw,se,herbs,0.24
22,9,2018,265,39,ne,ne,dead,8.42
22,9,2018,265,39,ne,ne,grasses ,5.13
22,9,2018,265,39,ne,sw,dead,25.5
22,9,2018,265,39,ne,sw,grasses ,9.35
22,9,2018,265,39,ne,sw,herbs,0.21
22,9,2018,265,40,se,nw,herbs,2.74
22,9,2018,265,40,se,se,dead,1.5
22,9,2018,265,40,se,se,grasses ,1.77
22,9,2018,265,40,se,se,woody,18.27
22,9,2018,265,41,se,se,dead,1.78
22,9,2018,265,41,se,se,dead,2.67
22,9,2018,265,41,se,se,herbs,1.84
22,9,2018,265,41,se,sw,dead,9.15
22,9,2018,265,41,se,sw,grasses ,0.04
22,9,2018,265,41,se,sw,herbs,0.54
22,9,2018,265,42,se,ne,dead,6.03
22,9,2018,265,42,se,ne,grasses ,4.8
22,9,2018,265,42,se,sw,dead,18.1
22,9,2018,265,42,se,sw,grasses ,13.08
22,9,2018,265,42,se,sw,herbs,0.14
6,10,2019,279,2,ne,ne,herbs,11.41
6,10,2019,279,2,nw,se,herbs,10.4
6,10,2019,279,3,ne,nw,herbs,9.84
6,10,2019,279,3,nw,se,herbs,4.43
6,10,2019,279,3,sw,ne,herbs,24.94
6,10,2019,279,3,sw,sw,herbs,35.03
6,10,2019,279,4,nw,ne,grasses,0.19
6,10,2019,279,4,nw,se,grasses,0.11
6,10,2019,279,4,nw,se,herbs,10.54
6,10,2019,279,4,se,ne,dead,12.02
6,10,2019,279,5,nw,nw,grasses,0.01
6,10,2019,279,5,nw,sw,grasses,0.57
6,10,2019,279,5,se,sw,grasses,1.81
6,10,2019,279,8,nw,nw,dead,4.68
6,10,2019,279,8,nw,nw,herbs,15.79
6,10,2019,279,8,nw,se,dead,2.44
6,10,2019,279,8,se,se,dead,0.66
6,10,2019,279,8,sw,ne,dead,1.97
6,10,2019,279,8,sw,se,dead,1.77
6,10,2019,279,9,ne,ne,dead,4.89
6,10,2019,279,9,ne,nw,dead,2.67
6,10,2019,279,9,nw,nw,dead,0.2
6,10,2019,279,11,ne,ne,herbs,21.94
6,10,2019,279,11,nw,ne,grasses,0.11
6,10,2019,279,11,nw,nw,grasses,2.67
6,10,2019,279,11,nw,sw,dead,0.54
6,10,2019,279,11,se,nw,dead,0.96
6,10,2019,279,12,nw,se,dead,1.86
6,10,2019,279,12,nw,sw,grasses,0.11
6,10,2019,279,12,sw,se,grasses,0.05
6,10,2019,279,12,sw,se,herbs,14.08
6,10,2019,279,12,sw,sw,grasses,0.03
6,10,2019,279,13,ne,nw,grasses,0.08
6,10,2019,279,13,nw,nw,dead,2.24
6,10,2019,279,13,se,se,dead,11.45
6,10,2019,279,13,sw,sw,dead,2.44
6,10,2019,279,14,ne,sw,herbs,4.55
6,10,2019,279,14,nw,ne,dead,0.64
6,10,2019,279,14,nw,se,dead,6.38
6,10,2019,279,14,nw,sw,grasses,0.7
6,10,2019,279,14,se,se,dead,11.65
6,10,2019,279,15,ne,sw,grasses,0.01
6,10,2019,279,15,nw,se,dead,4.34
6,10,2019,279,15,nw,se,grasses,0.02
6,10,2019,279,15,nw,se,herbs,7.78
6,10,2019,279,15,se,sw,dead,9.62
6,10,2019,279,16,ne,se,dead,11.31
6,10,2019,279,16,ne,sw,dead,3.91
6,10,2019,279,16,se,se,grasses,2.46
6,10,2019,279,16,sw,se,dead,2.69
6,10,2019,279,16,sw,sw,herbs,33.73
6,10,2019,279,17,ne,ne,grasses,0.65
6,10,2019,279,17,ne,se,grasses,0.21
6,10,2019,279,17,nw,se,dead,2.97
6,10,2019,279,17,nw,se,grasses,0.55
6,10,2019,279,17,sw,nw,dead,7.78
6,10,2019,279,17,sw,se,grasses,0.28
6,10,2019,279,18,sw,se,dead,7.91
6,10,2019,279,18,sw,se,grasses,0.37
6,10,2019,279,20,ne,se,dead,1.19
6,10,2019,279,20,nw,se,grasses,0.7
6,10,2019,279,20,se,sw,grasses,0.34
6,10,2019,279,20,sw,nw,herbs,12.08
6,10,2019,279,20,sw,sw,dead,4.01
6,10,2019,279,21,ne,ne,dead,0.07
6,10,2019,279,21,se,se,grasses,0.72
6,10,2019,279,21,se,se,herbs,10.64
6,10,2019,279,21,se,sw,dead,2.63
6,10,2019,279,21,se,sw,herbs,8.72
6,10,2019,279,21,sw,sw,grasses,0.18
6,10,2019,279,23,ne,nw,dead,15.94
6,10,2019,279,23,ne,sw,grasses,0.96
6,10,2019,279,23,nw,nw,dead,8.1
6,10,2019,279,23,nw,se,herbs,1.95
6,10,2019,279,23,nw,sw,dead,4.81
6,10,2019,279,24,ne,sw,dead,0.28
6,10,2019,279,24,nw,se,dead,6.65
6,10,2019,279,24,nw,sw,dead,2.65
6,10,2019,279,24,se,sw,herbs,7.6
6,10,2019,279,24,sw,nw,grasses,0.73
6,10,2019,279,27,nw,nw,dead,6.35
6,10,2019,279,27,sw,se,dead,0.51
6,10,2019,279,27,sw,sw,dead,0.03
6,10,2019,279,28,sw,ne,dead,3.44
6,10,2019,279,28,sw,ne,herbs,0.73
6,10,2019,279,28,sw,nw,herbs,7.94
6,10,2019,279,29,ne,nw,herbs,28.84
6,10,2019,279,30,nw,ne,dead,2.43
6,10,2019,279,30,nw,ne,dead,1.31
6,10,2019,279,30,nw,nw,herbs,37.22
6,10,2019,279,32,ne,ne,dead,0.6
6,10,2019,279,32,ne,sw,dead,7.08
6,10,2019,279,32,ne,sw,grasses,0.07
6,10,2019,279,32,se,nw,herbs,13.35
6,10,2019,279,32,sw,nw,dead,6.62
6,10,2019,279,33,ne,sw,dead,2.22
6,10,2019,279,33,nw,se,dead,4.82
6,10,2019,279,33,nw,se,dead,11.73
6,10,2019,279,33,nw,se,grasses,0.17
6,10,2019,279,33,se,se,grasses,0.01
6,10,2019,279,34,ne,se,herbs,15.3
6,10,2019,279,34,nw,se,woody,2.65
6,10,2019,279,34,sw,ne,grasses,0.54
6,10,2019,279,34,sw,nw,dead,1.32
6,10,2019,279,34,sw,nw,woody,1.66
6,10,2019,279,35,nw,ne,grasses,0.09
6,10,2019,279,35,nw,nw,herbs,17.73
6,10,2019,279,35,se,ne,grasses,1.88
6,10,2019,279,35,sw,sw,dead,6.64
6,10,2019,279,36,ne,nw,grasses,0.69
6,10,2019,279,36,ne,sw,grasses,0.1
6,10,2019,279,36,sw,ne,grasses,0.11
6,10,2019,279,36,sw,nw,grasses,0.39
6,10,2019,279,37,ne,ne,grasses,0.16
6,10,2019,279,37,nw,nw,grasses,0.06
6,10,2019,279,37,se,sw,grasses,2.57
6,10,2019,279,37,sw,nw,herbs,2.32
6,10,2019,279,37,sw,se,grasses,0.13
6,10,2019,279,39,ne,ne,grasses,0.06
6,10,2019,279,39,ne,se,grasses,0.98
6,10,2019,279,39,nw,nw,grasses,0.6215
6,10,2019,279,39,nw,se,grasses,0.01
6,10,2019,279,39,se,nw,grasses,0.26
6,10,2019,279,42,nw,nw,grasses,0.35
6,10,2019,279,42,nw,se,grasses,0.12
19,9,2020,263,24,se,ne,herbs,5.42
19,9,2020,263,18,nw,ne,dead,0.63
19,9,2020,263,27,sw,ne,dead,1.27
19,9,2020,263,17,nw,se,dead,2.04
19,9,2020,263,2,ne,ne,herbs,12.01
19,9,2020,263,3,nw,nw,herbs,3.04
19,9,2020,263,4,nw,sw,herbs,24.36
19,9,2020,263,4,nw,sw,dead,22.07
19,9,2020,263,37,sw,se,herbs,3.45
19,9,2020,263,27,sw,ne,herbs,4.33
19,9,2020,263,21,se,se,dead,0.84
19,9,2020,263,29,ne,nw,dead,3.96
19,9,2020,263,23,nw,nw,herbs,6.24
19,9,2020,263,29,ne,nw,herbs,18.82
19,9,2020,263,39,ne,ne,dead,6.82
19,9,2020,263,37,sw,nw,herbs,6.48
19,9,2020,263,37,sw,nw,dead,6.58
19,9,2020,263,4,nw,ne,herbs,75.3
19,9,2020,263,14,ne,sw,dead,9.11
19,9,2020,263,11,nw,sw,dead,4.33
19,9,2020,263,14,ne,nw,dead,3.62
19,9,2020,263,17,nw,se,herbs,10.91
19,9,2020,263,36,sw,ne,herbs,78.11
19,9,2020,263,14,ne,sw,herbs,53.5
19,9,2020,263,11,nw,sw,herbs,41.17
19,9,2020,263,9,sw,se,herbs,45.9
19,9,2020,263,9,sw,se,herbs,45.06
19,9,2020,263,8,nw,nw,herbs,69.61
19,9,2020,263,8,nw,se,herbs,15.43
19,9,2020,263,35,nw,se,dead,5.71
19,9,2020,263,18,nw,ne,herbs,4.3
19,9,2020,263,21,se,se,herbs,5.69
19,9,2020,263,5,nw,se,dead,0.45
19,9,2020,263,5,nw,nw,dead,0.75
19,9,2020,263,14,ne,nw,herbs,55.78
19,9,2020,263,5,nw,nw,herbs,19.21
19,9,2020,263,33,ne,nw,herbs,9.52
19,9,2020,263,5,nw,se,herbs,25.36
19,9,2020,263,39,ne,sw,grasses,0.1406
19,9,2020,263,2,ne,sw,dead,1.5164
19,9,2020,263,24,se,sw,herbs,0.4484
19,9,2020,263,21,se,sw,dead,0.9583
19,9,2020,263,34,ne,ne,woody,0.1715
19,9,2020,263,15,nw,nw,dead,2.4864
19,9,2020,263,34,ne,se,herbs,1.7072
19,9,2020,263,34,ne,se,dead,0.8488
19,9,2020,263,23,nw,se,dead,2.0397
19,9,2020,263,42,se,sw,herbs,0.7389
19,9,2020,263,33,ne,nw,dead,2.5867
19,9,2020,263,15,nw,nw,herbs,0.9437
19,9,2020,263,17,nw,sw,dead,4.1009
19,9,2020,263,17,nw,sw,herbs,0.7379
19,9,2020,263,2,ne,sw,herbs,3.4356
19,9,2020,263,34,ne,ne,dead,0.183
19,9,2020,263,17,nw,sw,grasses,0.0132
19,9,2020,263,30,nw,nw,herbs,1.3938
19,9,2020,263,28,sw,nw,woody,0.1548
19,9,2020,263,42,se,sw,grasses,0.1412
19,9,2020,263,37,sw,se,dead,2.1977
19,9,2020,263,39,ne,sw,dead,1.5189
19,9,2020,263,39,ne,sw,herbs,1.2674
19,9,2020,263,4,nw,ne,dead,1.2826
19,9,2020,263,12,sw,sw,herbs,216.29
19,9,2020,263,11,nw,sw,herbs,87.38
19,9,2020,263,24,se,sw,dead,8.2
19,9,2020,263,28,sw,se,dead,0.86
19,9,2020,263,28,sw,se,herbs,13.08
19,9,2020,263,15,nw,se,herbs,16.29
19,9,2020,263,32,se,nw,herbs,69.65
19,9,2020,263,24,se,ne,dead,2.54
19,9,2020,263,28,sw,nw,dead,18.23
19,9,2020,263,11,nw,sw,dead,5.66
19,9,2020,263,32,se,nw,dead,9.02
19,9,2020,263,27,sw,sw,herbs,65.81
19,9,2020,263,9,sw,nw,herbs,29.64
19,9,2020,263,29,ne,se,herbs,23.4
19,9,2020,263,36,sw,sw,dead,4.03
19,9,2020,263,36,sw,sw,herbs,18.15
19,9,2020,263,42,se,sw,dead,3.92
19,9,2020,263,16,sw,ne,herbs,9.98
19,9,2020,263,30,nw,se,herbs,13.1
19,9,2020,263,9,sw,nw,dead,1.38
19,9,2020,263,20,sw,se,herbs,23.19
19,9,2020,263,3,nw,se,herbs,15.09
19,9,2020,263,3,nw,se,dead,6.97
19,9,2020,263,23,nw,se,herbs,17.25
19,9,2020,263,21,se,sw,herbs,12.84
19,9,2020,263,32,se,se,herbs,55.23
19,9,2020,263,33,ne,se,herbs,14.13
19,9,2020,263,20,sw,nw,dead,1.5914
19,9,2020,263,13,nw,nw,dead,2.5005
19,9,2020,263,32,se,se,dead,1.5083
19,9,2020,263,20,sw,nw,herbs,6.85
19,9,2020,263,35,nw,nw,herbs,2.18
19,9,2020,263,13,nw,nw,herbs,9.6
19,9,2020,263,33,ne,se,dead,1.4303
19,9,2020,263,16,sw,sw,dead,1.0805
19,9,2020,263,35,nw,nw,dead,7.54
19,9,2020,263,12,sw,se,dead,12.24
19,9,2020,263,13,nw,ne,dead,0.1521
19,9,2020,263,16,sw,sw,herbs,46.69
19,9,2020,263,18,nw,sw,herbs,7.01
19,9,2020,263,18,nw,sw,dead,3.86
19,9,2020,263,12,sw,se,herbs,18.48
19,9,2020,263,13,nw,ne,herbs,28.5
19,9,2020,263,30,nw,nw,dead,0.3935
19,9,2020,263,42,se,ne,dead,1.5
19,9,2020,263,42,se,ne,herbs,14.95
11,9,2021,254,13,nw,nw,herbs,135.87
11,9,2021,254,42,se,sw,herbs,23.01
11,9,2021,254,35,nw,nw,herbs,137.71
11,9,2021,254,34,ne,se,herbs,151.46
11,9,2021,254,24,se,ne,herbs,44.71
11,9,2021,254,42,se,ne,herbs,117.98
11,9,2021,254,14,ne,nw,herbs,118.79
11,9,2021,254,37,sw,se,herbs,11.77
11,9,2021,254,34,ne,ne,herbs,206.62
11,9,2021,254,35,nw,se,herbs,40.09
11,9,2021,254,29,ne,se,herbs,69.92
11,9,2021,254,30,nw,nw,herbs,70.25
11,9,2021,254,2,ne,sw,woody,5.05
11,9,2021,254,39,ne,sw,grasses,3.74
11,9,2021,254,36,sw,sw,herbs,44.34
11,9,2021,254,30,nw,se,herbs,88.69
11,9,2021,254,36,sw,ne,herbs,101.77
11,9,2021,254,29,ne,nw,herbs,50.01
11,9,2021,254,39,ne,sw,herbs,174.19
11,9,2021,254,11,ne,sw,herbs,101.82
11,9,2021,254,32,se,se,herbs,97.63
11,9,2021,254,39,ne,ne,herbs,64.69
11,9,2021,254,17,nw,sw,herbs,132.09
11,9,2021,254,33,ne,nw,herbs,58.6
11,9,2021,254,3,nw,nw,woody,3.31
11,9,2021,254,3,nw,nw,herbs,88.98
11,9,2021,254,12,sw,sw,herbs,178.74
11,9,2021,254,11,ne,ne,herbs,89.71
11,9,2021,254,3,nw,nw,grasses,0.77
11,9,2021,254,3,nw,se,herbs,198.35
11,9,2021,254,11,ne,sw,grasses,0.87
11,9,2021,254,33,ne,se,herbs,284.13
11,9,2021,254,12,sw,se,herbs,39.16
11,9,2021,254,32,se,nw,herbs,202.24
11,9,2021,254,27,sw,sw,grasses,2.02
11,9,2021,254,37,sw,nw,grasses,0.36
11,9,2021,254,18,nw,ne,herbs,276.38
11,9,2021,254,14,ne,nw,herbs,44.02
11,9,2021,254,37,sw,nw,Dead,1.11
11,9,2021,254,21,se,se,Dead,3.35
11,9,2021,254,29,ne,nw,woody,7.21
11,9,2021,254,13,nw,ne,woody,3.78
11,9,2021,254,24,se,sw,herbs,1.72
11,9,2021,254,18,nw,ne,grasses,2.23
11,9,2021,254,17,nw,se,herbs,169.78
11,9,2021,254,13,nw,ne,herbs,74.19
11,9,2021,254,18,nw,sw,herbs,116.72
11,9,2021,254,33,ne,se,herbs,477.62
11,9,2021,254,15,nw,se,grasses,2.59
11,9,2021,254,15,nw,nw,herbs,63.2
11,9,2021,254,28,sw,ne,herbs,45.14
11,9,2021,254,16,sw,ne,herbs,9.44
11,9,2021,254,24,se,sw,grasses,1.68
11,9,2021,254,27,sw,sw,herbs,46.54
11,9,2021,254,4,nw,sw,grasses,1.05
11,9,2021,254,15,nw,nw,grasses,19.99
11,9,2021,254,42,se,sw,grasses,9.69
11,9,2021,254,16,sw,sw,herbs,34.86
11,9,2021,254,9,sw,nw,herbs,66.29
11,9,2021,254,23,nw,ne,herbs,93.81
11,9,2021,254,8,nw,nw,herbs,71.26
11,9,2021,254,2,ne,sw,herbs,83.05
11,9,2021,254,27,sw,ne,herbs,40.96
11,9,2021,254,9,sw,se,herbs,126.75
11,9,2021,254,5,nw,nw,herbs,262.32
11,9,2021,254,5,nw,nw,herbs,275
11,9,2021,254,8,nw,se,herbs,104
11,9,2021,254,23,nw,se,grasses,2.58
11,9,2021,254,28,sw,nw,herbs,145.63
11,9,2021,254,23,nw,se,herbs,156.91
11,9,2021,254,21,se,sw,herbs,264.85
11,9,2021,254,2,ne,ne,herbs,79.43
11,9,2021,254,14,ne,sw,herbs,174.73
11,9,2021,254,5,nw,se,herbs,183.79
11,9,2021,254,18,nw,sw,herbs,375.18
11,9,2021,254,4,nw,ne,herbs,112.38
11,9,2021,254,4,nw,sw,herbs,96.54
11,9,2021,254,13,nw,ne,herbs,289.03
11,9,2021,254,20,sw,nw,herbs,173.76
11,9,2021,254,5,nw,nw,herbs,150.43
11,9,2021,254,5,nw,se,herbs,194.51
11,9,2021,254,20,sw,se,herbs,221
11,9,2021,254,20,sw,se,grasses,2.8
11,9,2021,254,21,se,se,herbs,393.12
17,9,2022,260,2,ne,sw,Dead,2.25
17,9,2022,260,2,ne,se,herbs,36.11
17,9,2022,260,2,ne,sw,herbs,0.0461
17,9,2022,260,2,ne,se,dead,0.0604
17,9,2022,260,3,nw,se,herbs,16.07
17,9,2022,260,4,nw,sw,grasses,2.12
17,9,2022,260,4,nw,sw,Dead,6.12
17,9,2022,260,4,nw,sw,herbs,1.4551
17,9,2022,260,5,nw,se,herbs,142.34
17,9,2022,260,5,nw,se,Dead,17.31
17,9,2022,260,5,nw,nw,herbs,50.82
17,9,2022,260,8,nw,se,herbs,7.74
17,9,2022,260,8,nw,nw,Dead,21.57
17,9,2022,260,8,nw,nw,herbs,8.09
17,9,2022,260,8,nw,se,dead,0.1331
17,9,2022,260,9,sw,se,Dead,21.56
17,9,2022,260,9,sw,nw,woody,9.2
17,9,2022,260,9,sw,nw,herbs,11.69
17,9,2022,260,9,sw,se,herbs,1.1835
17,9,2022,260,9,sw,nw,dead,3.3717
17,9,2022,260,9,sw,nw,grasses,0.0199
17,9,2022,260,11,ne,ne,dead,1.3049
17,9,2022,260,11,ne,sw,grass,0.9362
17,9,2022,260,11,ne,sw,herbs,32.2
17,9,2022,260,11,ne,sw,Dead,0.2476
17,9,2022,260,12,sw,sw,herbs,13.66
17,9,2022,260,12,sw,se,Dead,9.58
17,9,2022,260,12,sw,se,herbs,25.55
17,9,2022,260,12,sw,sw,dead,0.0299
17,9,2022,260,13,nw,nw,dead,91.24
17,9,2022,260,13,nw,ne,herbs,57.55
17,9,2022,260,13,nw,nw,herbs,0.3747
17,9,2022,260,13,nw,ne,dead,0.3712
17,9,2022,260,14,ne,nw,herbs,40.86
17,9,2022,260,14,ne,nw,Dead,219.67
17,9,2022,260,14,ne,sw,dead,0.9962
17,9,2022,260,14,ne,sw,herbs,0.7229
17,9,2022,260,14,ne,sw,grasses,0.6533
17,9,2022,260,15,nw,nw,grasses,2.83
17,9,2022,260,15,nw,se,Dead,208.15
17,9,2022,260,15,nw,se,grasses,0.4441
17,9,2022,260,15,nw,nw,dead,0.3958
17,9,2022,260,15,nw,se,herbs,0.0336
17,9,2022,260,16,sw,sw,herbs,15.8
17,9,2022,260,16,sw,sw,grasses,0.75
17,9,2022,260,16,sw,sw,dead,0.7923
17,9,2022,260,16,sw,ne,herbs,0.0906
17,9,2022,260,16,sw,ne,Dead,0.0326
17,9,2022,260,17,nw,se,herbs,17.2
17,9,2022,260,17,nw,se,dead,52.93
17,9,2022,260,18,nw,ne,herbs,11.54
17,9,2022,260,18,nw,sw,herbs,18.41
17,9,2022,260,18,nw,ne,dead,0.4457
17,9,2022,260,18,nw,ne,grasses,0.1142
